book_id,goodreads_book_id,title,authors,genres
7046,543103,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",Evan Wright,"adult-nonfiction,american-history,autobiography,biography,biography-memoir,contemporary,fiction,general-nonfiction,historical,history,memoir,memoirs,military,military-history,military-war,non-fiction,nonfiction,politics,read-non-fiction,thriller,to-read-non-fiction,to-read-nonfiction,us-history,war,war-military,warfare"
7047,32453,The Servants of Twilight,"Leigh Nichols, Dean Koontz","adult-fiction,detective,fantasy,fantasy-sci-fi,fiction,fiction-horror,general-fiction,horror,horror-fiction,horror-suspense,horror-thriller,mystery,mystery-suspense,mystery-thriller,mystery-thriller-horror,mystery-thriller-suspense,psychological-suspense,psychological-thriller,sci-fi,science-fiction,suspense,suspense-horror,suspense-thriller,thriller,thriller-horror,thriller-mystery,thrillers"
7048,2033217,"Moscow Rules (Gabriel Allon, #8)",Daniel Silva,"contemporary,crime,crime-mystery,crime-mystery-thriller,crime-thriller,fiction,fiction-read,historical-fiction,murder-mystery,mysteries-and-thrillers,mysteries-thrillers,mystery,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thrillers,read-fiction,spy-fiction,spy-thriller,spy-thrillers,suspense,suspense-thriller,thriller,thriller-crime,thriller-suspense,thrillers"
7049,25733983,Lab Girl,Hope Jahren,"adult-non-fiction,adult-nonfiction,autobiography,autobiography-memoir,bio-memoir,biography,biography-and-memoir,biography-autobiography,biography-autobiography-memoir,biography-memoir,contemporary,fiction,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,non-fiction,non-fiction-to-read,nonfiction,nonfiction-to-read,to-read-non-fiction,to-read-nonfiction"
7050,2157243,"Playing with Fire (Skulduggery Pleasant, #2)",Derek Landy,"children,children-s,children-s-books,childrens,contemporary-fantasy,crime,detective,fantasy,fantasy-sci-fi,fantasy-scifi,fantasy-sf,fiction,horror,magic,middle-grade,modern-fantasy,mystery,sci-fi,sci-fi-fantasy,teen,teen-fiction,ya,ya-fantasy,ya-fiction,young-adult,young-adult-fiction"
7051,18138755,"Forever with You (Fixed, #3)",Laurelin Paige,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,erotica-romance,fiction,romance,romance-erotica"
7052,130916,The Saving Graces,Patricia Gaffney,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-read,general-fiction,literature,mystery,romance,women-s-fiction,womens-fiction"
7053,272607,Fade Away (Myron Bolitar #3),Harlan Coben,"adult-fiction,contemporary,crime,crime-and-mystery,crime-mystery,crime-thriller,detective,fiction,murder-mystery,mystery,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,suspense,suspense-thriller,thriller,thriller-mystery,thrillers"
7054,8948,"Sons of Destiny (Cirque Du Freak, #12)",Darren Shan,"children,children-s,children-s-books,childrens,contemporary,creepy,fantasy,fantasy-paranormal,fiction,horror,horror-thriller,magic,middle-grade,mystery,sci-fi-fantasy,teen,teen-fiction,teens,thriller,ya,ya-fantasy,young-adult,young-adult-fiction"
7055,84927,Amadeus,Peter Shaffer,"adult-fiction,biography,british-literature,classic-literature,classics,english-literature,european-literature,fiction,historical,historical-fiction,history,literature,non-fiction,poetry-and-plays,poetry-plays,to-read-fiction"
7056,62485,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",R.A. Salvatore,"classic-fantasy,classics,dragon,dungeons-and-dragons,fantasy,fantasy-adventure,fantasy-read,fantasy-sci-fi,fantasy-science-fiction,favorite-fantasy,fiction,fiction-fantasy,heroic-fantasy,magic,read-fantasy,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,young-adult"
7057,12753231,"Monument 14 (Monument 14, #1)",Emmy Laybourne,"contemporary,fantasy,fiction,horror,realistic-fiction,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi,speculative-fiction,suspense,teen,teen-fiction,thriller,ya,ya-books,ya-dystopia,ya-fiction,ya-lit,ya-to-read,young-adult,young-adult-fiction"
7058,251964,"The Black Lyon (Montgomery/Taggert, #1)",Jude Deveraux,"fantasy,fiction,historic-romance,historical,historical-fiction,historical-romance,historical-romances,historicals,romance,romance-historical,romance-novels"
7059,12542,Grace (Eventually): Thoughts on Faith,Anne Lamott,"adult-nonfiction,bio-memoir,biographies-memoirs,biography,biography-autobiography,biography-autobiography-memoir,biography-memoir,christian-non-fiction,christian-nonfiction,fiction,memoir,memoir-bio,memoir-biography,memoirs,non-fiction,nonfiction,philosophy,religion-philosophy,to-read-non-fiction,to-read-nonfiction"
7060,335459,Everyday Food: Great Food Fast,Martha Stewart,"non-fiction,nonfiction"
7061,17831617,"Beautiful Bombshell (Beautiful Bastard, #2.5)",Christina Lauren,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,romance,romance-contemporary"
7062,12743472,"Slated (Slated, #1)",Teri Terry,"contemporary,fantasy,fiction,mystery,mystery-thriller,romance,sci-fi,science-fiction,scifi,teen,teen-fiction,thriller,ya,ya-books,ya-dystopia,ya-fantasy,ya-fiction,young-adult"
7063,1398034,Bumi Manusia,Pramoedya Ananta Toer,"adult-fiction,asian-literature,classic-literature,classics,contemporary,fiction,fiction-literature,general-fiction,historical,historical-fiction,historical-novel,history,literary-fiction,literature,politics,punya,romance,world-literature"
7064,108385,"Dark Gold (Dark, #3)",Christine Feehan,"adult-fiction,contemporary,contemporary-romance,erotic-romance,fantasy,fantasy-paranormal,fantasy-romance,fiction,magic,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,sci-fi-fantasy,supernatural-romance,suspense,vampire-romance"
7065,5957702,"206 Bones (Temperance Brennan, #12)",Kathy Reichs,"adult-fiction,contemporary,crime,crime-mystery,crime-thriller,detective,fiction,forensic-mystery,general-fiction,medical-thriller,murder-mystery,mystery,mystery-crime,mystery-series,mystery-suspense,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,suspense,suspense-thriller,thriller,thrillers"
7066,6076387,A Gate at the Stairs,Lorrie Moore,"adult-fiction,american-fiction,american-literature,contemporary,contemporary-fiction,fiction,general-fiction,literary-fiction,literature,realistic-fiction"
7067,8593026,"Hostile Witness (Witness Series, #1)",Rebecca Forster,"contemporary,crime,crime-mystery,crime-thriller,fiction,legal-thriller,legal-thrillers,mystery,mystery-crime,mystery-series,mystery-suspense,mystery-suspense-thriller,mystery-thriller,romance,suspense,suspense-thriller,thriller,thrillers"
7068,929782,Martin Eden,"Jack London, Andrew Sinclair","adult-fiction,american-literature,autobiography,biography,classic-fiction,classic-literature,classics,classics-to-read,general-fiction,historical,historical-fiction,literary-fiction,literature,philosophy,romance,to-read-fiction,world-literature"
7069,68455,"Wieża Jaskółki (Saga o Wiedźminie, #6)",Andrzej Sapkowski,"fantasy,fantasy-and-sci-fi,fantasy-sci-fi,fantasy-scifi,fantasy-sf,fantasy-to-read,fiction,historical,literature,low-fantasy,magic,romance,sci-fi-fantasy,speculative-fiction,war"
7070,1632833,"Genghis: Lords of the Bow (Conqueror, #2)",Conn Iggulden,"biography,fantasy,fiction,fiction-historical,general-fiction,historic-fiction,historical,historical-fiction,historical-novel,historical-novels,historicalfiction,history,history-fiction,military,military-fiction,war"
7071,27810589,A Death in Sweden,Kevin Wignall,"crime,crime-detective,crime-thriller,fiction,fiction-thriller,murder-mystery,mystery,mystery-suspense,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,spy-thriller,suspense,suspense-thriller,thriller,thrillers"
7072,13227319,"Wonder Woman, Volume 1: Blood","Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher","comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-dc,comics-graphic-novels,comics-manga,comics-read,comics-to-read,dc-comics,fantasy,fiction,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-manga,graphic-novels-read,greek-mythology,manga-comics,mythology,read-comics,sci-fi,sci-fi-fantasy,science-fiction,superhero-comics,teen,to-read-comics,ya,young-adult"
7073,20348781,Loving Mr. Daniels,Brittainy C. Cherry,"contemporary,contemporary-romance,fiction,high-school-romance,new-adult-romance,romance,ya,young-adult"
7074,13020,"King Henry IV, Part 1 (Wars of the Roses, #2)","William Shakespeare, David Scott Kastan","adult-fiction,british-literature,classic-literature,classics,classics-to-read,english-literature,fiction,historical,historical-fiction,history,literature,poetry,to-read-classics,war"
7075,159061,"Go Away, Big Green Monster!",Ed Emberley,"books-for-children,children,children-books,children-s,children-s-book,children-s-books,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,fantasy,fiction,read-childrens"
7076,6606855,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)","Jinsei Kataoka, Kazuma Kondou","comic-manga,comics,comics-and-graphic-novels,comics-and-manga,comics-graphic-novels,comics-manga,crime,fantasy,fiction,graphic-novel,graphic-novel-comics,graphic-novels,graphic-novels-comics-manga,graphic-novels-manga,horror,manga,manga-and-comics,manga-and-graphic-novels,manga-collection,manga-comics,manga-graphic-novel,manga-graphic-novels,manga-i-own,manga-manhwa,manga-read,manga-series,manga-to-read,mangas,mystery,owned-manga,read-manga,sci-fi,science-fiction,scifi,shonen-manga,teen,thriller,to-read-manga,ya,young-adult"
7077,15096257,The Bloodletter's Daughter: A Novel of Old Bohemia,Linda Lafferty,"adult-fiction,fiction,fiction-historical,fiction-read,fiction-to-read,general-fiction,historic-fiction,historical,historical-fantasy,historical-fiction,historical-fiction-to-read,historical-novels,historical-romance,history,literature,mystery,mystery-suspense,mystery-thriller,romance,suspense,thriller,to-read-fiction,to-read-historical-fiction,ya,young-adult"
7078,243308,Steel Magnolias (DPS Acting Edition),Robert Harling,"adult-fiction,classics,fiction,fiction-to-read,literature,poetry-and-plays,romance,southern-fiction,southern-literature"
7079,11666,Rabbit at Rest (Rabbit Angstrom #4),John Updike,"20th-century-literature,american-fiction,american-literature,classic-literature,classics,contemporary,contemporary-fiction,contemporary-literature,fiction,fiction-general,fiction-to-read,general-fiction,literary-fiction,literature,modern-classics,modern-fiction,pulitzer-fiction,pulitzer-prize-fiction"
7080,32426,Icebound,"David Axton, Dean Koontz","adult-fiction,autobiography,biography,crime-thriller,detective,fantasy,fiction,history,horror,horror-suspense,horror-thriller,mystery,mystery-suspense,science-fiction,suspense,suspense-thriller,thriller,thriller-horror,thriller-suspense,thrillers"
7081,519933,"The Lives of Christopher Chant (Chrestomanci, #2)",Diana Wynne Jones,"alternate-history,children,children-and-young-adult,children-books,children-s,children-s-books,children-s-fantasy,children-s-lit,children-s-literature,children-ya,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-ya,classics,fantasy,fantasy-and-sci-fi,fantasy-and-science-fiction,fantasy-magic,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fantasy-sf,fiction,genre-fantasy,juvenile-fiction,magic,middle-grade,sci-fi-fantasy,science-fiction-fantasy,scifi-fantasy,speculative-fiction,teen,wizards,ya,ya-fantasy,ya-fiction,young-adult,young-adult-fantasy"
7082,382450,Fevre Dream,George R.R. Martin,"adult-fiction,fantasy,fantasy-sci-fi,fiction,genre-fantasy,gothic,historical,historical-fantasy,historical-fiction,history,horror,mystery,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,scifi-fantasy,sf-fantasy,speculative-fiction,thriller,to-read-fiction"
7083,819667,Snowmen at Night,"Caralyn Buehner, Mark Buehner","02-fantasy,children,children-books,children-s,children-s-books,children-s-books-read,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-lit,childrens-picture-books,childrensbooks,fantasy,favorite-children-s-books,fiction,modern-fantasy,poetry"
7084,25802884,"Hollywood Dirt (Hollywood Dirt, #1)",Alessandra Torre,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,romance,romance-contemporary"
7085,15769463,"Futures and Frosting (Chocolate Lovers, #2)",Tara Sivec,"adult-fiction,adult-romance,contemp-romance,contemporary,contemporary-romance,erotic-romance,fiction,romance,romance-contemporary"
7086,99955,"Common Sense, The Rights of Man and Other Essential Writings","Thomas Paine, Sidney Hook, Jack Fruchtman Jr.","american-history,classics,classics-to-read,economics,general-history,historical,historical-non-fiction,history,history-american,history-books,history-politics,literature,non-fiction,nonfiction,philosophy,philosophy-religion,philosophy-to-read,political-philosophy,politics,to-read-classics,to-read-non-fiction,u-s-history,us-history,war"
7087,18054175,The Good Luck of Right Now,Matthew Quick,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,literary-fiction,literature,psychology,realistic-fiction,romance,to-read-fiction,ya,young-adult"
7088,1605034,"The Miracle at Speedy Motors (No.1 Ladies' Detective Agency, #9)",Alexander McCall Smith,"adult-fiction,contemporary,contemporary-fiction,cozy-mystery,crime,crime-mystery,crime-mystery-thriller,detective,detective-fiction,detectives,female-detective,fiction,fiction-general,fiction-mystery,general-fiction,literature,mystery,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-thriller"
7089,3759,"Goldfinger (James Bond, #7)",Ian Fleming,"adult-fiction,classics,cold-war,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,fiction,fiction-general,general-fiction,literature,mysteries-thrillers,mystery,mystery-suspense,mystery-thriller,spy-fiction,spy-thriller,spy-thrillers,suspense,suspense-thriller,thriller,thriller-suspense,thrillers"
7090,371456,"Nana (Les Rougon-Macquart, #9)",Émile Zola,"19th-century-literature,adult-fiction,classic-literature,classics,classics-to-read,fiction,french-literature,general-fiction,historical,historical-fiction,history,literary-fiction,literature,penguin-classics,realistic-fiction,romance,to-read-classics,to-read-fiction"
7091,12988089,"Rise of the Elgen (Michael Vey, #2)",Richard Paul Evans,"children,children-s-books,fantasy,fantasy-sci-fi,fiction,magic,middle-grade,mystery,romance,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,suspense,teen,teen-fiction,thriller,ya,ya-books,ya-fantasy,ya-fiction,ya-sci-fi,young-adult,young-adult-books,young-adult-fiction,young-adult-lit"
7092,103035,Cabal,Clive Barker,"classics,crime,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,fiction-horror,general-fiction,ghost,gothic,horror,horror-fiction,horror-supernatural,horror-thriller,mystery,romance,sci-fi-fantasy,science-fiction,thriller,thriller-horror,to-read-horror"
7093,347143,The Abstinence Teacher,Tom Perrotta,"adult-fiction,contemporary,contemporary-fiction,contemporary-literature,fiction,fiction-literature,general-fiction,literary-fiction,literature,modern-fiction,realistic-fiction,romance,to-read-fiction"
